m4id,assay,casrn,dtxsid,chemName,normalizedDataType,mechanisticTargets,ac50,acc,response units,topOfCurve,topOfCurve units,call,Concentration Response (Index:Concentration:Response)
9148926,CCTE_Simmons_AUR_TPO_dn,4712-55-4,DTXSID7041889,Diphenyl phosphite,percent_activity,Thyroid Hormone Generation,15.023,27.985,uM,32.471,percent_activity,Active,"(1:0.09:-1.393),(1:0.09:2.144),(1:0.09:-0.501),(2:0.3:6.198),(2:0.3:0.412),(2:0.3:2.862),(3:1:2.564),(3:1:3.588),(3:1:3.467),(4:5:10.745),(4:5:9.275),(4:5:10.699),(5:20:19.898),(5:20:16.11),(5:20:17.185),(6:90:23.431),(6:90:27.059),(6:90:26.455)"
9149124,CCTE_Simmons_AUR_TPO_dn,5907-38-0,DTXSID10110043,Dipyrone monohydrate,percent_activity,Thyroid Hormone Generation,9.293,0.698,uM,96.694,percent_activity,Active,"(1:0.09:12.518),(1:0.09:12.249),(1:0.09:9.083),(2:0.3:19.748),(2:0.3:15.485),(2:0.3:13.909),(3:1:19.966),(3:1:23.898),(3:1:23.631),(4:5:35.134),(4:5:33.91),(4:5:32.041),(5:20:58.901),(5:20:59.154),(5:20:57.879),(6:90:80.578),(6:90:73.465),(6:90:76.615)"
9149011,CCTE_Simmons_AUR_TPO_dn,27344-41-8,DTXSID6036467,"Disodium 4,4'-bis(2-sulfostyryl)biphenyl",percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:2.418),(1:0.09:0.273),(1:0.09:1.261),(2:0.3:2.768),(2:0.3:3.541),(2:0.3:2.134),(3:1:7.375),(3:1:2.35),(3:1:3.284),(4:5:4.443),(4:5:5.633),(4:5:6.331),(5:20:14.385),(5:20:14.941),(5:20:15.949),(6:90:56.321),(6:90:55.993),(6:90:55.214)"
9148660,CCTE_Simmons_AUR_TPO_dn,330-54-1,DTXSID0020446,Diuron,percent_activity,Thyroid Hormone Generation,39.995,24.866,uM,59.483,percent_activity,Active,"(1:0.005:-6.067),(1:0.005:-0.995),(1:0.005:-6.097),(2:0.02:-2.342),(2:0.02:-0.178),(2:0.02:-4.15),(3:0.09:-2.595),(3:0.09:1.758),(3:0.09:-2.653),(4:0.3:1.415),(4:0.3:3.278),(4:0.3:4.219),(5:1:-2.086),(5:1:3.833),(5:1:3.514),(6:5:3.763),(6:5:5.978),(6:5:1.287),(7:20:15.883),(7:20:17.457),(7:20:13.404),(8:90:44.5),(8:90:49.569),(8:90:44.048)"
9148980,CCTE_Simmons_AUR_TPO_dn,577-11-7,DTXSID8022959,Docusate sodium,percent_activity,Thyroid Hormone Generation,43.016,23.266,uM,82.627,percent_activity,Active,"(1:0.09:5.466),(1:0.09:2.003),(1:0.09:7.847),(2:0.3:-3.983),(2:0.3:3.613),(2:0.3:1.956),(3:1:-0.11),(3:1:-0.255),(3:1:-1.577),(4:5:-1.844),(4:5:3.782),(4:5:2.366),(5:20:17.742),(5:20:11.52),(5:20:17.182),(6:90:62.962),(6:90:68.856),(6:90:65.912)"
9149051,CCTE_Simmons_AUR_TPO_dn,139-96-8,DTXSID4027076,Dodecyl sulfate triethanolamine salt,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:7.1),(1:0.09:3.499),(1:0.09:3.718),(2:0.3:2.124),(2:0.3:0.761),(2:0.3:1.512),(3:1:2.899),(3:1:2.032),(3:1:2.511),(4:5:1.827),(4:5:2.619),(4:5:3.441),(5:20:6.946),(5:20:6.321),(5:20:6.113),(6:90:32.441),(6:90:27.221),(6:90:31.567)"
9148759,CCTE_Simmons_AUR_TPO_dn,27323-41-7,DTXSID5027932,Dodecylbenzene sulfonate triethanolamine(1:1),percent_activity,Thyroid Hormone Generation,42.023,25.219,uM,70.351,percent_activity,Active,"(1:0.08:3.008),(1:0.08:2.725),(1:0.08:1.913),(2:0.3:3.571),(2:0.3:5.642),(2:0.3:5.654),(3:1:5.187),(3:1:2.845),(3:1:6.43),(4:5:7.029),(4:5:5.426),(4:5:8.088),(5:20:15.36),(5:20:8.438),(5:20:14.739),(6:80:58.626),(6:80:47.537),(6:80:55.425)"
9149177,CCTE_Simmons_AUR_TPO_dn,27176-87-0,DTXSID6027923,Dodecylbenzenesulfonic acid,percent_activity,Thyroid Hormone Generation,33.201,12.521,uM,101.497,percent_activity,Active,"(1:0.09:10.976),(1:0.09:14.326),(1:0.09:9.743),(2:0.3:5.823),(2:0.3:9.57),(2:0.3:5.306),(3:1:7.059),(3:1:3.618),(3:1:4.096),(4:5:9.596),(4:5:11.841),(4:5:12.906),(5:20:31.561),(5:20:32.365),(5:20:23.944),(6:90:84.272),(6:90:84.581),(6:90:82.975)"
9149041,CCTE_Simmons_AUR_TPO_dn,27193-86-8,DTXSID1027926,Dodecylphenol,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:-0.21),(1:0.09:-1.236),(1:0.09:-0.0235),(2:0.3:0.231),(2:0.3:-0.0833),(2:0.3:3.599),(3:1:1.192),(3:1:0.533),(3:1:0.682),(4:5:7.083),(4:5:5.72),(4:5:6.585),(5:20:23.916),(5:20:26.26),(5:20:21.376),(6:90:56.517),(6:90:51.155),(6:90:51.619)"
9148788,CCTE_Simmons_AUR_TPO_dn,2104-64-5,DTXSID7022174,EPN,percent_activity,Thyroid Hormone Generation,36.917,21.674,uM,44.902,percent_activity,Active,"(1:0.09:7.995),(1:0.09:7.617),(1:0.09:4.039),(2:0.3:11.507),(2:0.3:8.965),(2:0.3:8.422),(3:1:7.426),(3:1:7.992),(3:1:8.442),(4:5:9.468),(4:5:9.489),(4:5:10.541),(5:20:15.404),(5:20:18.942),(5:20:13.918),(6:90:30.572),(6:90:37.418),(6:90:31.437)"
9148865,CCTE_Simmons_AUR_TPO_dn,24169-02-6,DTXSID6025226,Econazole nitrate,percent_activity,Thyroid Hormone Generation,47.624,40.833,uM,44.731,percent_activity,Active,"(1:0.09:2.276),(1:0.09:-3.247),(1:0.09:-4.49),(2:0.3:1.317),(2:0.3:-2.384),(2:0.3:-5.993),(3:1:6.085),(3:1:1.158),(3:1:-1.179),(4:5:9.341),(4:5:5.322),(4:5:0.384),(5:20:6.498),(5:20:13.057),(5:20:8.75),(6:90:37.276),(6:90:31.36),(6:90:29.21)"
9148757,CCTE_Simmons_AUR_TPO_dn,361343-19-3,DTXSID7047277,Elzasonan,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,Flag-Omit,"(1:0.09:3.762),(1:0.09:2.387),(1:0.09:5.013),(2:0.3:3.727),(2:0.3:7.559),(2:0.3:5.632),(3:1:4.801),(3:1:6.589),(3:1:6.36),(4:5:11.06),(4:5:7.627),(4:5:4.047),(5:20:-1.337),(5:20:14.677),(5:20:11.284),(6:90:33.983),(6:90:10.231),(6:90:23.666)"
9148899,CCTE_Simmons_AUR_TPO_dn,1031-07-8,DTXSID3037541,Endosulfan sulfate,percent_activity,Thyroid Hormone Generation,2.045,1.339,uM,49.285,percent_activity,Active,"(1:0.09:2.474),(1:0.09:4.314),(1:0.09:3.7),(2:0.3:1.738),(2:0.3:2.752),(2:0.3:0.785),(3:1:27.478),(3:1:20.072),(3:1:19.72),(4:5:35.869),(4:5:31.633),(4:5:31.918),(5:20:45.367),(5:20:40.45),(5:20:42.756),(6:90:47.388),(6:90:48.157),(6:90:49.801)"
9149028,CCTE_Simmons_AUR_TPO_dn,78473-71-9,DTXSID0048183,Enterolactone,percent_activity,Thyroid Hormone Generation,8.972,5.243,uM,53.705,percent_activity,Active,"(1:0.03:0.495),(1:0.03:3.289),(1:0.03:3.52),(2:0.1:-1.033),(2:0.1:2.382),(2:0.1:2.147),(3:0.5:3.803),(3:0.5:4.745),(3:0.5:6.788),(4:2:9.8),(4:2:11.799),(4:2:11.901),(5:7:18.235),(5:7:19.921),(5:7:21.133),(6:30:42.274),(6:30:42.836),(6:30:44.754)"
9148895,CCTE_Simmons_AUR_TPO_dn,474-86-2,DTXSID7047433,Equilin,percent_activity,Thyroid Hormone Generation,19.419,2.393,uM,90.163,percent_activity,Active,"(1:0.09:4.948),(1:0.09:3.414),(1:0.09:4.438),(2:0.3:10.94),(2:0.3:8.734),(2:0.3:9.395),(3:1:14.969),(3:1:14.556),(3:1:16.823),(4:5:25.238),(4:5:26.99),(4:5:23.889),(5:20:42.972),(5:20:41.129),(5:20:40.174),(6:90:75.136),(6:90:71.415),(6:90:70.74)"
9149010,CCTE_Simmons_AUR_TPO_dn,50-14-6,DTXSID5020233,Ergocalciferol,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:1.539),(1:0.09:1.312),(1:0.09:2.177),(2:0.3:0.106),(2:0.3:3.784),(2:0.3:0.388),(3:1:4.307),(3:1:3.487),(3:1:3.483),(4:5:9.416),(4:5:6.598),(4:5:5.232),(5:20:14.562),(5:20:11.702),(5:20:11.345),(6:90:59.745),(6:90:46.001),(6:90:44.282)"
9149090,CCTE_Simmons_AUR_TPO_dn,50-27-1,DTXSID9022366,Estriol,percent_activity,Thyroid Hormone Generation,10.248,11.678,uM,38.439,percent_activity,Active,"(1:0.09:2.008),(1:0.09:5.132),(1:0.09:2.972),(2:0.3:5.726),(2:0.3:3.83),(2:0.3:1.407),(3:1:6.885),(3:1:7.783),(3:1:8.312),(4:5:15.564),(4:5:12.534),(4:5:14.235),(5:20:23.432),(5:20:22.461),(5:20:22.367),(6:90:31.413),(6:90:30.753),(6:90:32.033)"
9148689,CCTE_Simmons_AUR_TPO_dn,16672-87-0,DTXSID7024085,Ethephon,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.005:3.02),(1:0.005:2.707),(1:0.005:3.637),(2:0.02:6.939),(2:0.02:7.732),(2:0.02:8.159),(3:0.09:7.415),(3:0.09:10.677),(3:0.09:7.336),(4:0.3:8.605),(4:0.3:5.131),(4:0.3:3.549),(5:1:2.899),(5:1:4.845),(5:1:-0.647),(6:5:3.748),(6:5:9.692),(6:5:7.075),(7:20:11.167),(7:20:12.708),(7:20:13.452),(8:90:25.644),(8:90:30.476),(8:90:27.59)"
9149206,CCTE_Simmons_AUR_TPO_dn,563-12-2,DTXSID2024086,Ethion,percent_activity,Thyroid Hormone Generation,9.116,0.721,uM,99.131,percent_activity,Active,"(1:0.09:2.829),(1:0.09:15.849),(1:0.09:12.168),(2:0.3:3.444),(2:0.3:18.335),(2:0.3:12.622),(3:1:17.681),(3:1:32.536),(3:1:27.913),(4:5:39.249),(4:5:30.997),(4:5:43.964),(5:20:54.607),(5:20:64.229),(5:20:55.861),(6:90:78.703),(6:90:82.61),(6:90:77.86)"
9148695,CCTE_Simmons_AUR_TPO_dn,13194-48-4,DTXSID4032611,Ethoprop,percent_activity,Thyroid Hormone Generation,46.562,4,uM,74.396,percent_activity,Active,"(1:0.006:4.246),(1:0.006:6.669),(1:0.006:9.691),(2:0.02:-3.75),(2:0.02:0.59),(2:0.02:4.465),(3:0.09:4.554),(3:0.09:5.072),(3:0.09:8.05),(4:0.4:8.535),(4:0.4:12.771),(4:0.4:19.213),(5:1:20.142),(5:1:16.982),(5:1:20.447),(6:6:14.509),(6:6:15.839),(6:6:15.759),(7:20:21.817),(7:20:21.561),(7:20:20.951),(8:90:53.206),(8:90:61.996),(8:90:59.871)"
9149228,CCTE_Simmons_AUR_TPO_dn,91-53-2,DTXSID9020582,Ethoxyquin,percent_activity,Thyroid Hormone Generation,1.103,1.072,uM,45.124,percent_activity,Active,"(1:0.09:0.906),(1:0.09:-7.036),(2:0.3:0.851),(2:0.3:-1.908),(3:1:12.266),(3:1:16.064),(4:5:44.72),(4:5:46.902),(5:20:43.784),(5:20:40.563),(6:90:51.702),(6:90:45.286)"
9150532,CCTE_Simmons_GUA_TPO_dn,91-53-2,DTXSID9020582,Ethoxyquin,percent_activity,Thyroid Hormone Generation,130.065,112.824,uM,43.433,percent_activity,Active,"(1:0.05:3.607),(1:0.05:6.56),(1:0.05:-0.145),(2:0.5:1.493),(2:0.5:3.061),(2:0.5:2.315),(3:5:-0.437),(3:5:2.026),(3:5:4.602),(4:50:10.999),(4:50:12.974),(4:50:8.085),(5:500:36.006),(5:500:36.194),(5:500:34.732)"
9149096,CCTE_Simmons_AUR_TPO_dn,3025-30-7,DTXSID0041357,"Ethyl (2E,4Z)-deca-2,4-dienoate",percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:3.973),(1:0.09:2.79),(1:0.09:5.061),(2:0.4:2.687),(2:0.4:1.08),(2:0.4:1.942),(3:1:3.562),(3:1:3.6),(3:1:4.505),(4:6:4.126),(4:6:2.458),(4:6:4.323),(5:20:9.632),(5:20:10.663),(5:20:12.26),(6:90:32.545),(6:90:35.22),(6:90:29.33)"
9149217,CCTE_Simmons_AUR_TPO_dn,2593-15-9,DTXSID3032547,Etridiazole,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,Flag-Omit,"(1:0.09:0.786),(1:0.09:12.445),(1:0.09:11.806),(2:0.3:1.31),(2:0.3:12.718),(2:0.3:11.766),(3:1:16.452),(3:1:16.681),(3:1:2.506),(4:5:-4.145),(4:5:11.582),(4:5:26.133),(5:20:-2.717),(5:20:15.557),(5:20:10.633),(6:90:8.688),(6:90:27.584),(6:90:23.388)"
9149171,CCTE_Simmons_AUR_TPO_dn,97-53-0,DTXSID9020617,Eugenol,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:3.41),(1:0.09:2.671),(1:0.09:3.802),(2:0.3:2.284),(2:0.3:6.081),(2:0.3:3.927),(3:1:11.675),(3:1:20.328),(3:1:11.759),(4:5:39.788),(4:5:46.352),(4:5:38.561),(5:20:62.233),(5:20:65.723),(5:20:69.176),(6:90:79.94),(6:90:81.801),(6:90:75.896)"
9149185,CCTE_Simmons_AUR_TPO_dn,3844-45-9,DTXSID2020189,FD&C Blue No. 1,percent_activity,Thyroid Hormone Generation,12.586,8.242,uM,66.47,percent_activity,Active,"(1:0.06:2.749),(1:0.06:2.228),(1:0.06:0.23),(2:0.2:-1.891),(2:0.2:0.595),(2:0.2:-4.984),(3:0.9:-0.495),(3:0.9:-2.673),(3:0.9:-1.96),(4:4:5.969),(4:4:5.452),(4:4:8.227),(5:10:21.133),(5:10:26.019),(5:10:27.601),(6:60:63.296),(6:60:66.553),(6:60:61.753)"
9148856,CCTE_Simmons_AUR_TPO_dn,2353-45-9,DTXSID3020673,FD&C Green No. 3,percent_activity,Thyroid Hormone Generation,17.077,5.641,uM,92.927,percent_activity,Active,"(1:0.06:-0.143),(1:0.06:-3.343),(1:0.06:2.166),(2:0.2:0.528),(2:0.2:7.283),(2:0.2:0.841),(3:0.9:9.504),(3:0.9:4.534),(3:0.9:3.6),(4:4:17.203),(4:4:11.874),(4:4:10.918),(5:10:35.201),(5:10:30.979),(5:10:32.015),(6:60:77.439),(6:60:75.036),(6:60:74.74)"
9149009,CCTE_Simmons_AUR_TPO_dn,16423-68-0,DTXSID7021233,FD&C Red 3,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.05:8.495),(1:0.05:6.517),(1:0.05:5.427),(2:0.2:7.4),(2:0.2:5.044),(2:0.2:4.569),(3:0.8:12.109),(3:0.8:9.724),(3:0.8:9.661),(4:3:14.784),(4:3:15.635),(4:3:16.225),(5:10:25.658),(5:10:23.64),(5:10:23.284),(6:50:65.922),(6:50:65.903),(6:50:65.858)"
9148907,CCTE_Simmons_AUR_TPO_dn,4548-53-2,DTXSID2021234,FD&C Red 4,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.04:-2.425),(1:0.04:1.093),(1:0.04:-1.225),(2:0.2:2.142),(2:0.2:-0.868),(2:0.2:-2.55),(3:0.7:2.866),(3:0.7:2.015),(3:0.7:-1.296),(4:3:4.026),(4:3:2.159),(4:3:1.358),(5:10:13.109),(5:10:11.914),(5:10:10.723),(6:40:29.87),(6:40:27.529),(6:40:32.303)"
9149157,CCTE_Simmons_AUR_TPO_dn,138472-01-2,DTXSID2048167,FR 409,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:3.169),(1:0.09:3.03),(1:0.09:3.44),(2:0.3:8.47),(2:0.3:7.697),(2:0.3:6.872),(3:1:7.168),(3:1:8.193),(3:1:8.231),(4:5:9.667),(4:5:8.986),(4:5:8.279),(5:20:18.874),(5:20:18.459),(5:20:18.315),(6:90:44.141),(6:90:41.418),(6:90:44.689)"
9149232,CCTE_Simmons_AUR_TPO_dn,149413-74-1,DTXSID1048170,FR150011,percent_activity,Thyroid Hormone Generation,42.225,22.947,uM,71.613,percent_activity,Active,"(1:0.09:3.668),(1:0.09:5.064),(1:0.09:6.825),(2:0.3:-1.241),(2:0.3:2.097),(2:0.3:-0.292),(3:1:-8.078),(3:1:-3.712),(3:1:-2.849),(4:5:3.103),(4:5:2.645),(4:5:3.419),(5:20:18.476),(5:20:16.989),(5:20:15.546),(6:90:54.634),(6:90:61.954),(6:90:45.953)"
9148987,CCTE_Simmons_AUR_TPO_dn,129299-90-7,DTXSID7048168,Fabesetron hydrochloride,percent_activity,Thyroid Hormone Generation,30.827,31.74,uM,39.2,percent_activity,Active,"(1:0.08:5.807),(1:0.08:9.272),(1:0.08:6.314),(2:0.3:4.403),(2:0.3:4.456),(2:0.3:7.435),(3:1:9.219),(3:1:1.999),(3:1:4.959),(4:5:5.678),(4:5:3.76),(4:5:5.773),(5:20:14.678),(5:20:10.319),(5:20:10.622),(6:80:32.667),(6:80:32.458),(6:80:31.866)"
9148723,CCTE_Simmons_AUR_TPO_dn,131807-57-3,DTXSID8034588,Famoxadone,percent_activity,Thyroid Hormone Generation,1.506,2.106,uM,30.14,percent_activity,Active,"(1:0.005:20.272),(1:0.005:2.976),(1:0.005:4.232),(2:0.02:11.443),(2:0.02:9.503),(2:0.02:6.251),(3:0.09:3.595),(3:0.09:2.845),(3:0.09:1.136),(4:0.3:0.458),(4:0.3:0.131),(4:0.3:1.329),(5:1:12.724),(5:1:8.967),(5:1:6.392),(6:5:27.55),(6:5:28.031),(6:5:26.565),(7:20:34.825),(7:20:34.456),(7:20:30.719),(8:90:25.962),(8:90:30.304),(8:90:24.539)"
9148756,CCTE_Simmons_AUR_TPO_dn,196808-45-4,DTXSID1047310,Farglitazar,percent_activity,Thyroid Hormone Generation,30.168,10.171,uM,109.355,percent_activity,Active,"(1:0.09:2.95),(1:0.09:-2.002),(1:0.09:5.125),(2:0.3:3.92),(2:0.3:-14.238),(2:0.3:1.813),(3:1:0.732),(3:1:4.925),(3:1:2.036),(4:5:13.18),(4:5:7.888),(4:5:11.496),(5:20:42.17),(5:20:33.555),(5:20:36.588),(6:90:91.129),(6:90:89.583),(6:90:90.561)"
9149106,CCTE_Simmons_AUR_TPO_dn,4602-84-0,DTXSID3032389,Farnesol,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.09:-1.303),(1:0.09:0.349),(1:0.09:1.669),(2:0.3:-2.088),(2:0.3:2.412),(2:0.3:-3.811),(3:1:4.327),(3:1:-4.265),(3:1:-0.754),(4:5:7.997),(4:5:-2.965),(4:5:0.461),(5:20:15.338),(5:20:3.563),(5:20:4.711),(6:90:34.841),(6:90:16.767),(6:90:20.308)"
9148822,CCTE_Simmons_AUR_TPO_dn,140-56-7,DTXSID6040371,Fenaminosulf,percent_activity,Thyroid Hormone Generation,24.507,10.94,uM,69.347,percent_activity,Active,"(1:0.09:-1.705),(1:0.09:0.604),(1:0.09:2.096),(2:0.3:1.051),(2:0.3:-4.728),(2:0.3:0.412),(3:1:1.165),(3:1:0.699),(3:1:2.322),(4:5:9.911),(4:5:14.932),(4:5:9.499),(5:20:29.469),(5:20:35.44),(5:20:23.27),(6:90:52.745),(6:90:57.79),(6:90:57.604)"
9149103,CCTE_Simmons_AUR_TPO_dn,22224-92-6,DTXSID3024102,Fenamiphos,percent_activity,Thyroid Hormone Generation,26.215,32.112,uM,23.953,percent_activity,Active,"(1:0.09:-1.893),(1:0.09:-4.239),(1:0.09:-1.822),(2:0.3:-4.579),(2:0.3:-3.343),(2:0.3:-3.039),(3:1:15.002),(3:1:16.563),(3:1:14.086),(4:5:-1.396),(4:5:-4.863),(4:5:-1.555),(5:20:3.526),(5:20:-1.128),(5:20:4.712),(6:90:29.514),(6:90:18.945),(6:90:23.717)"
9148656,CCTE_Simmons_AUR_TPO_dn,122-14-5,DTXSID4032613,Fenitrothion,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.005:1.985),(1:0.005:8.539),(1:0.005:1.866),(2:0.02:-5.748),(2:0.02:4.977),(2:0.02:-9.007),(3:0.09:-11.451),(3:0.09:5.004),(3:0.09:-9.918),(4:0.3:-2.299),(4:0.3:-2.482),(4:0.3:5.282),(5:1:6.204),(5:1:8.346),(5:1:17.646),(6:5:42.763),(6:5:49.48),(6:5:40.458),(7:20:81.625),(7:20:81.09),(7:20:81.628),(8:90:88.292),(8:90:88.393),(8:90:89.331)"
9150559,CCTE_Simmons_GUA_TPO_dn,122-14-5,DTXSID4032613,Fenitrothion,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.05:8.93),(1:0.05:9.6),(1:0.05:3.033),(2:0.5:13.767),(2:0.5:7.911),(2:0.5:7.685),(3:5:10.791),(3:5:5.067),(3:5:4.55),(4:50:8.089),(4:50:0),(4:50:7.07),(5:500:15.442),(5:500:12.267),(5:500:6.269)"
9149141,CCTE_Simmons_AUR_TPO_dn,66441-23-4,DTXSID2032392,Fenoxaprop-ethyl,percent_activity,Thyroid Hormone Generation,47.181,49.523,uM,38.152,percent_activity,Active,"(1:0.09:-3.312),(1:0.09:3.465),(1:0.09:-3.009),(2:0.3:3.187),(2:0.3:-1.185),(2:0.3:-1.264),(3:1:3.399),(3:1:0.65),(3:1:1.734),(4:5:5.688),(4:5:2.547),(4:5:2.375),(5:20:5.834),(5:20:5.862),(5:20:4.748),(6:90:30.434),(6:90:27.769),(6:90:31.794)"
9148664,CCTE_Simmons_AUR_TPO_dn,55-38-9,DTXSID8020620,Fenthion,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.005:-5.231),(1:0.005:-3.243),(1:0.005:-4.036),(2:0.02:-0.572),(2:0.02:0.664),(2:0.02:-3.247),(3:0.09:2.156),(3:0.09:5.158),(3:0.09:1.94),(4:0.3:4.375),(4:0.3:9.214),(4:0.3:7.675),(5:1:0.631),(5:1:4.671),(5:1:3.305),(6:5:8.604),(6:5:10.283),(6:5:7.466),(7:20:30.667),(7:20:31.833),(7:20:27.677),(8:90:81.021),(8:90:81.328),(8:90:82.15)"
9148930,CCTE_Simmons_AUR_TPO_dn,101-42-8,DTXSID7037551,Fenuron,percent_activity,Thyroid Hormone Generation,39.916,39.709,uM,40.188,percent_activity,Active,"(1:0.09:-2.6),(1:0.09:-0.0486),(1:0.09:0.346),(2:0.3:-0.722),(2:0.3:0.749),(2:0.3:-0.387),(3:1:-0.392),(3:1:-2.402),(3:1:-0.636),(4:5:3.435),(4:5:2.663),(4:5:3.727),(5:20:9.368),(5:20:8.645),(5:20:8.048),(6:90:31.798),(6:90:33.054),(6:90:33.49)"
9148654,CCTE_Simmons_AUR_TPO_dn,142459-58-3,DTXSID2032552,Flufenacet,percent_activity,Thyroid Hormone Generation,52.538,74.661,uM,31.528,percent_activity,Active,"(1:0.005:-4.591),(1:0.005:0.662),(1:0.005:-3.167),(2:0.02:-5.715),(2:0.02:-2.875),(2:0.02:-6.461),(3:0.09:-9.832),(3:0.09:-5.317),(3:0.09:-10.012),(4:0.3:-7.371),(4:0.3:-7.191),(4:0.3:-1.959),(5:1:-2.311),(5:1:-3.107),(5:1:2.831),(6:5:2.081),(6:5:7.588),(6:5:2.319),(7:20:4.526),(7:20:8.884),(7:20:0.916),(8:90:20.873),(8:90:26.273),(8:90:20.363)"
9149053,CCTE_Simmons_AUR_TPO_dn,2321-07-5,DTXSID0038887,Fluorescein,percent_activity,Thyroid Hormone Generation,11.5,2.954,uM,72.726,percent_activity,Active,"(1:0.09:2.92),(1:0.09:2.509),(1:0.09:2.711),(2:0.3:5.47),(2:0.3:4.366),(2:0.3:6.763),(3:1:14.769),(3:1:11.793),(3:1:10.994),(4:5:19.867),(4:5:24.399),(4:5:21.313),(5:20:44.524),(5:20:42.928),(5:20:43.635),(6:90:58.795),(6:90:60.605),(6:90:59.666)"
9149225,CCTE_Simmons_AUR_TPO_dn,59-30-3,DTXSID0022519,Folic acid,percent_activity,Thyroid Hormone Generation,22.872,14.891,uM,52.735,percent_activity,Active,"(1:0.09:2.222),(1:0.09:1.161),(2:0.3:2.171),(2:0.3:0.619),(3:1:4.947),(3:1:2.429),(4:5:8.418),(4:5:6.216),(5:20:24.195),(5:20:24.207),(6:90:43.946),(6:90:43.927)"
9150553,CCTE_Simmons_GUA_TPO_dn,59-30-3,DTXSID0022519,Folic acid,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,Flag-Omit,"(1:0.05:8.767),(1:0.05:1.308),(1:0.05:7.642),(2:0.5:4.193),(2:0.5:3.805),(2:0.5:8.169),(3:5:24.142),(3:5:21.403),(3:5:28.722),(4:50:9.911),(4:50:7.253),(4:50:10.935),(5:500:4.701),(5:500:9.037),(5:500:10.408)"
9148686,CCTE_Simmons_AUR_TPO_dn,133-07-3,DTXSID0021385,Folpet,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.005:3.352),(1:0.005:3.004),(1:0.005:0.785),(2:0.02:3.09),(2:0.02:5.973),(2:0.02:4.937),(3:0.09:6.307),(3:0.09:6.815),(3:0.09:4.531),(4:0.3:2.323),(4:0.3:4.73),(4:0.3:2.372),(5:1:-0.203),(5:1:2.641),(5:1:1.166),(6:5:8.474),(6:5:6.516),(6:5:4.879),(7:20:19.792),(7:20:20.95),(7:20:18.375),(8:90:44.302),(8:90:39.849),(8:90:43.157)"
9148663,CCTE_Simmons_AUR_TPO_dn,68157-60-8,DTXSID1034634,Forchlorfenuron,percent_activity,Thyroid Hormone Generation,31.47,41.626,uM,35.704,percent_activity,Active,"(1:0.005:0.153),(1:0.005:5.512),(1:0.005:2.88),(2:0.02:-5.243),(2:0.02:-0.183),(2:0.02:-1.735),(3:0.09:-4.264),(3:0.09:-3.542),(3:0.09:0.64),(4:0.3:1.258),(4:0.3:1.998),(4:0.3:-1.131),(5:1:5.67),(5:1:6.837),(5:1:2.15),(6:5:6.335),(6:5:11.119),(6:5:8.862),(7:20:7.07),(7:20:9.746),(7:20:7.809),(8:90:27.244),(8:90:26.754),(8:90:29.753)"
9148715,CCTE_Simmons_AUR_TPO_dn,23422-53-9,DTXSID4032405,Formetanate hydrochloride,percent_activity,Thyroid Hormone Generation,NA,NA,uM,NA,percent_activity,QC-Omit,"(1:0.005:5.264),(1:0.005:4.409),(1:0.005:5.158),(2:0.02:9.192),(2:0.02:10.565),(2:0.02:10.744),(3:0.09:10.04),(3:0.09:11.706),(3:0.09:11.449),(4:0.3:9.071),(4:0.3:6.361),(4:0.3:6.163),(5:1:4.304),(5:1:6.472),(5:1:6.124),(6:5:14.236),(6:5:16.49),(6:5:15.972),(7:20:34.247),(7:20:33.585),(7:20:35.293),(8:90:61.584),(8:90:60.778),(8:90:62.144)"
